Kraj,Country_Code,Year,Competition Policy,Governance and enterprise restructuring,Large scale privatisation,Price liberalisation,Small scale privatisation,Trade & Forex system,SDR_Malignant_Neoplasms,SDR_Malignant_Neoplasms_Male,SDR_Malignant_Neoplasms_Female,SDR_External_Causes,SDR_External_Causes_Male,SDR_External_Causes_Female,SDR_Alcohol_Related,SDR_Alcohol_Related_Male,SDR_Alcohol_Related_Female,SDR_Suicide,SDR_Suicide_Male,SDR_Suicide_Female,SDR_Ischaemic_Heart,SDR_Ischaemic_Heart_Male,SDR_Ischaemic_Heart_Female,SDR_Circulatory_System,SDR_Circulatory_System_Male,SDR_Circulatory_System_Female,Life_Expectancy,Life_Expectancy_Male,Life_Expectancy_Female,Civil_Society_Participation,Health_Equality,GDP_Per_Capita,Alcohol_Consumption,War,Gov_Expenditure,Employment_Rate,Public_Health_Expenditure,Private_Sector_Share_GDP,Inflation,Unemployment_Rate
Polska,POL,2007,3.3,3.7,3.3,4.3,4.3,4.3,208.72,290.77,154.45,59.77,99.4,23.76,89.32,150.08,35.72,12.94,23.04,3.74,104.22,151.13,69.73,365.49,472.51,285.4,75.45,71.04,79.87,0.854,2.034,18067,10.3,0,18.1666848826749,61.3,,,,
Polska,POL,2008,3.3,3.7,3.3,4.3,4.3,4.3,204.71,284.32,152.09,60.67,100.82,24.14,89.91,150.47,36.28,13.87,24.95,3.72,102.32,147.53,69.29,356.9,463.74,277.17,75.73,71.34,80.11,0.854,2.034,19012,10.8,0,18.6262756515519,63.3,,,,
Polska,POL,2009,3.3,3.7,3.3,4.3,4.3,4.3,201.75,279.87,150.11,57.62,96.27,22.41,84.6,142.19,33.63,15.78,28.26,4.34,96.94,139.64,66.09,356.25,464.83,275.88,75.91,71.6,80.19,0.856,2.034,19718,10.2,0,18.7077470624667,63.4,,,,
Polska,POL,2010,3.7,3.7,3.7,4.3,4.3,4.3,195.81,269.22,146.99,56.1,94.37,20.89,80.83,136.48,30.97,15.41,27.91,3.8,90.29,132.05,59.55,335.6,438.27,258.79,76.54,72.26,80.81,0.89,2.128,20609,10.0,0,19.1492387195228,64.8,,,,
Polska,POL,2011,3.7,3.7,3.7,4.3,4.3,4.3,191.29,262.34,144.23,55.49,93.27,20.57,80.65,135.87,30.96,14.78,26.97,3.44,88.37,128.13,59.46,317.68,414.9,244.64,76.91,72.62,81.17,0.857,2.128,21837,10.3,0,18.0778612921893,63.2,,,,
Polska,POL,2012,3.7,3.7,3.7,4.3,4.3,4.3,192.32,261.94,146.06,54.26,91.0,20.44,79.7,133.67,31.25,15.31,27.84,3.61,83.64,122.28,55.07,323.69,424.12,248.05,76.97,72.74,81.18,0.838,2.128,22188,10.2,0,18.0086571547278,63.9,,,,
Polska,POL,2013,3.7,3.7,3.7,4.3,4.3,4.3,187.56,253.98,143.41,51.4,85.87,19.55,75.11,125.02,30.15,14.96,26.95,3.81,75.07,109.8,49.17,315.02,410.68,242.11,77.21,73.08,81.29,0.836,2.128,22510,10.8,0,18.3308014321931,64.4,,,,
Polska,POL,2014,3.7,3.7,3.7,4.3,4.3,4.3,187.02,250.64,144.52,48.47,81.0,18.49,71.13,118.58,28.49,14.32,25.66,3.68,68.7,100.89,44.68,292.37,381.2,224.5,77.89,73.82,81.87,0.836,2.128,23266,10.5,0,18.2380268801328,66.4,,,,
Rosja,RUS,1989,1.0,1.0,1.0,1.0,1.0,1.0,199.39,313.53,139.52,127.8,214.5,53.17,,,,26.36,46.63,10.3,327.96,457.88,256.65,664.24,854.27,562.44,69.65,64.23,74.58,0.193,2.238,12766,5.4,0,20.1221640488656,83.6,,,,
Rosja,RUS,1990,1.0,1.0,1.0,1.0,1.0,1.0,201.51,315.01,140.57,135.68,228.24,55.77,,,,26.98,47.48,10.5,325.44,457.88,250.51,668.7,863.38,560.97,69.28,63.79,74.41,0.259,1.422,12400,7.4,0,20.7854703508227,83.4,,5.0,,
Rosja,RUS,1991,2.0,1.0,1.0,1.0,1.0,1.0,202.58,316.28,140.69,143.65,242.09,58.13,,,,26.9,47.64,10.11,316.37,451.84,239.9,658.48,855.35,548.71,69.03,63.46,74.31,0.346,1.422,12012,8.1,0,16.5105470146586,81.7,2.8,,92.7,0.0
Rosja,RUS,1992,2.0,1.0,2.0,3.7,2.0,3.0,204.31,316.47,142.12,173.98,293.44,69.01,,,,31.29,55.75,10.94,324.08,465.33,241.25,675.25,881.7,555.94,67.92,62.05,73.78,0.597,0.628,10488,7.1,0,13.8574434508154,79.4,2.7,25.0,1526.0,4.8
Rosja,RUS,1993,2.0,1.0,3.0,3.7,3.0,3.0,206.8,321.92,142.05,227.37,383.07,91.11,,,,38.31,69.4,12.2,385.57,561.3,279.91,789.64,1050.23,634.9,65.14,58.92,71.86,0.597,0.628,9789,8.4,0,20.0391817969798,77.8,3.6,40.0,875.0,5.3
Rosja,RUS,1994,2.0,1.7,3.0,3.7,3.0,3.0,205.53,316.1,142.57,247.96,418.69,98.86,,,,41.98,76.82,12.56,411.31,602.55,292.91,849.21,1138.49,670.45,64.03,57.66,71.18,0.597,0.628,8744,8.7,1,19.0994678673762,70.9,4.6,50.0,311.4,8.1
Rosja,RUS,1995,2.0,2.0,3.0,3.7,4.0,3.0,200.82,306.48,140.32,234.23,394.45,93.46,,,,41.2,74.44,12.74,378.92,549.71,271.61,795.84,1051.72,633.05,64.7,58.35,71.72,0.597,0.628,8586,11.2,1,19.0756586824943,69.6,4.3,55.0,197.7,8.3
Rosja,RUS,1996,2.0,2.0,3.0,3.7,4.0,4.0,195.71,297.22,137.71,206.53,347.2,83.05,,,,38.9,70.98,11.54,356.33,509.46,259.29,753.74,983.31,605.84,65.95,59.82,72.52,0.597,0.968,8479,9.2,1,19.4937298074419,68.2,4.2,60.0,47.8,9.3
Rosja,RUS,1997,2.3,2.0,3.3,3.7,4.0,4.0,194.35,293.89,137.61,184.64,309.63,75.55,,,,36.73,66.91,11.22,343.84,486.64,253.77,734.83,948.71,597.05,66.88,61.06,72.96,0.597,0.968,8813,9.3,0,21.0671099511038,65.1,4.4,70.0,14.7,10.8
Rosja,RUS,1998,2.3,2.0,3.3,3.3,4.0,2.3,193.03,290.2,137.16,182.98,306.4,74.81,,,,34.35,62.48,10.47,337.43,477.92,248.04,720.98,928.41,585.15,67.24,61.44,73.27,0.597,0.968,8557,9.9,0,18.732723283908,63.0,3.7,70.0,27.6,12.3
Rosja,RUS,1999,2.3,1.7,3.3,3.3,4.0,2.3,194.0,290.97,138.13,200.05,336.34,80.95,,,,37.9,68.96,11.55,363.15,518.36,263.89,774.68,1006.51,621.34,66.03,60.02,72.49,0.578,0.968,9340,10.7,1,14.579430997898,67.7,3.0,70.0,86.1,12.6
Rosja,RUS,2000,2.3,2.0,3.3,4.0,4.0,2.3,192.96,288.0,137.7,211.66,357.68,83.66,,,,37.55,69.2,10.57,374.26,539.12,267.74,796.82,1048.8,628.48,65.46,59.19,72.36,0.537,0.968,10553,9.9,1,15.0910673022865,69.9,3.0,70.0,20.8,9.8
Rosja,RUS,2001,2.3,2.3,3.3,4.0,4.0,2.7,188.94,281.26,135.63,219.42,370.86,87.75,,,,37.65,69.43,10.49,378.04,545.5,268.82,804.7,1059.36,632.17,65.38,59.14,72.29,0.483,0.968,11391,10.2,1,16.4352485867408,69.6,,70.0,21.6,8.9
Rosja,RUS,2002,2.3,2.3,3.3,4.0,4.0,3.0,186.71,278.0,133.93,223.34,377.28,90.39,,,,36.17,66.3,10.41,393.05,565.74,279.46,831.95,1098.07,649.38,65.13,58.95,72.04,0.447,1.205,12259,10.6,1,17.9345367249896,70.7,,70.0,15.7,8.6
Rosja,RUS,2003,2.3,2.3,3.3,4.0,4.0,3.3,185.29,276.63,133.86,218.85,371.74,88.91,,,,33.54,62.33,9.61,412.37,601.49,293.29,867.11,1166.96,672.37,64.97,58.73,71.9,0.447,1.205,13521,11.1,1,17.9160971829737,69.7,,70.0,13.7,8.5
Rosja,RUS,2004,2.3,2.3,3.3,4.0,4.0,3.3,184.37,274.21,133.82,211.95,360.14,86.13,,,,31.74,58.74,9.31,395.53,579.33,279.61,831.55,1126.43,639.22,65.4,59.08,72.36,0.447,1.205,14881,11.2,1,16.9716779694334,69.9,,70.0,10.7,
Rosja,RUS,2005,2.3,2.3,3.0,4.0,4.0,3.3,182.0,271.38,131.99,204.25,348.55,81.85,,,,29.54,54.85,8.47,400.45,584.23,284.25,833.21,1127.45,639.34,65.42,59.05,72.41,0.392,1.205,16243,11.3,1,16.8715389431499,70.5,,,,
Rosja,RUS,2006,2.3,2.3,3.0,4.0,4.0,3.3,179.51,265.96,131.04,182.42,310.48,74.06,,,,27.4,50.55,8.13,383.75,548.76,279.02,779.16,1039.78,605.72,66.71,60.54,73.28,0.392,1.205,18008,11.5,1,17.3881375511313,71.2,,,,
Rosja,RUS,2007,2.3,2.3,3.0,4.0,4.0,3.3,179.16,265.21,130.95,167.62,285.84,67.56,,,,26.4,48.15,8.32,368.36,526.74,268.44,734.93,983.89,570.53,67.66,61.57,74.01,0.409,1.205,20018,12.0,1,17.2975342859138,73.0,,,,
Rosja,RUS,2008,2.3,2.3,3.0,4.0,4.0,3.3,178.65,263.36,131.09,157.51,269.41,63.41,,,,24.5,44.66,7.89,365.53,523.25,265.58,722.43,971.19,557.98,68.02,61.98,74.28,0.427,1.173,21563,11.8,1,17.830576085536,73.5,,,,
Rosja,RUS,2009,2.3,2.3,3.0,4.0,4.0,3.3,180.2,266.0,132.25,144.68,246.53,59.36,,,,24.02,43.95,7.4,351.04,502.15,255.7,681.69,921.75,524.53,68.78,62.88,74.79,0.427,1.173,20336,10.9,1,20.7865966596139,72.3,,,,
Rosja,RUS,2010,2.3,2.3,3.0,4.0,4.0,3.3,175.98,259.11,129.76,138.5,235.94,56.79,,,,21.26,39.01,6.55,348.77,500.94,254.53,672.47,915.1,516.75,69.06,63.2,74.99,0.407,1.153,21737,10.8,0,18.7250554156357,73.4,,,,
Rosja,RUS,2011,2.7,2.3,3.0,4.0,4.0,3.3,173.41,254.91,127.77,126.82,215.77,52.05,,,,19.77,36.0,6.3,323.25,463.06,235.83,613.31,836.13,469.28,70.03,64.21,75.83,0.41,1.153,23130,10.8,0,17.6255115280966,74.9,,,,
Rosja,RUS,2012,2.7,2.3,3.0,4.0,4.0,4.0,169.9,248.4,125.88,122.89,208.89,50.38,,,,18.85,34.14,6.14,312.4,446.23,228.31,586.17,798.65,448.42,70.47,64.74,76.11,0.405,1.175,23931,10.6,0,17.9672380527257,76.3,,,,
Rosja,RUS,2013,2.7,2.3,3.0,4.0,4.0,4.0,168.71,245.61,125.21,117.73,201.1,47.1,,,,18.26,33.49,5.59,289.08,412.99,210.61,547.4,746.08,417.57,70.96,65.27,76.53,0.344,1.175,24224,9.8,0,18.675302148229,76.9,,,,
Rosja,RUS,2014,2.7,2.3,3.0,4.0,4.0,3.7,169.08,246.54,125.24,118.87,203.33,47.64,,,,16.89,31.1,5.21,271.37,393.43,194.5,519.17,717.96,390.17,,,,0.328,1.175,24387,8.9,1,18.0273313931418,73.3,,,,
Rumunia,ROU,1989,1.0,1.0,1.0,1.0,1.0,1.0,148.52,188.98,115.71,77.33,119.03,37.64,165.0,248.6,87.26,11.48,17.8,5.61,199.77,232.8,171.05,712.3,768.72,662.23,69.64,66.67,72.69,0.044,1.915,5942,8.7,1,,77.4,2.4,,0.6,
Rumunia,ROU,1990,1.0,1.0,1.0,1.0,1.0,1.0,147.88,187.34,115.57,79.36,122.31,38.68,174.82,265.96,89.85,9.37,14.32,4.74,202.2,241.2,168.23,705.7,775.18,645.14,69.78,66.62,73.07,0.584,1.886,5596,8.9,0,13.3232311458212,76.8,2.8,15.0,37.7,
Rumunia,ROU,1991,1.0,1.0,1.7,2.7,1.0,1.0,149.27,191.07,115.4,75.46,115.34,37.69,169.41,255.8,89.01,9.76,15.41,4.51,209.52,256.07,169.79,729.49,812.12,658.79,70.11,66.9,73.45,0.584,1.886,5033,8.9,0,15.1504151731022,77.0,3.3,25.0,161.1,3.0
Rumunia,ROU,1992,1.0,1.0,1.7,2.7,2.0,3.0,154.27,200.93,116.47,76.74,119.95,36.18,173.16,266.26,87.08,12.0,19.7,4.93,221.85,277.79,174.73,751.08,861.88,659.63,69.58,66.07,73.3,0.592,1.886,4818,8.8,0,14.2821601539176,75.2,2.6,25.0,210.4,8.2
Rumunia,ROU,1993,1.0,2.0,2.0,3.7,2.0,3.0,158.96,206.99,120.15,76.3,119.37,35.97,177.52,271.36,90.98,12.62,20.81,4.97,251.63,311.0,201.64,753.02,872.98,654.33,69.51,65.92,73.33,0.592,1.886,5056,9.0,0,12.3439044111041,72.1,2.7,30.0,256.1,10.4
Rumunia,ROU,1994,1.0,2.0,2.0,4.0,2.3,4.0,160.76,209.22,121.83,78.19,123.46,35.97,181.0,281.28,88.84,13.03,21.73,4.97,247.1,307.66,196.3,739.34,862.08,637.73,69.36,65.67,73.3,0.592,1.886,5427,7.8,0,13.7660430465801,77.8,3.0,35.0,136.7,10.9
Rumunia,ROU,1995,1.0,2.0,2.0,4.0,2.7,4.0,162.55,212.81,122.14,80.78,127.81,36.69,188.48,292.34,92.57,12.59,21.25,4.53,248.44,310.53,196.53,747.76,877.38,641.07,69.38,65.54,73.51,0.592,1.886,6015,8.2,0,12.2487057525031,79.3,3.2,40.0,32.3,9.5
Rumunia,ROU,1996,1.0,2.0,2.7,4.0,3.0,3.0,165.77,216.17,125.47,80.35,125.97,37.68,199.7,307.26,100.69,12.7,21.95,4.13,261.52,325.64,208.14,794.43,928.15,684.29,68.85,65.13,72.85,0.649,1.886,6476,8.1,0,11.6731209989726,77.6,3.4,60.0,38.8,6.6
Rumunia,ROU,1997,2.3,2.0,2.7,4.0,3.3,4.0,167.1,217.82,126.93,78.05,123.96,35.14,199.33,308.96,98.5,12.83,22.26,4.06,256.01,319.93,202.74,756.75,892.28,645.1,69.15,65.27,73.34,0.634,1.886,6446,8.7,0,12.6917149344512,78.4,,60.0,154.8,8.9
Rumunia,ROU,1998,2.3,2.0,2.7,4.3,3.3,4.3,166.6,217.73,126.17,72.64,114.2,34.03,184.5,282.91,94.36,12.6,21.83,4.09,248.45,306.34,200.62,730.1,854.58,628.87,69.92,66.28,73.77,0.634,1.664,6407,7.3,0,11.8926601761255,77.0,,60.0,59.1,10.3
Rumunia,ROU,1999,2.3,2.0,2.7,4.3,3.7,4.3,166.27,216.8,126.06,64.55,101.91,29.78,120.85,185.13,62.55,12.04,20.73,4.09,249.73,304.91,204.05,719.79,835.65,625.16,70.59,67.15,74.19,0.634,1.664,6614,7.7,0,16.7184869681314,76.5,,60.0,45.8,11.8
Rumunia,ROU,2000,2.3,2.0,3.0,4.3,3.7,4.3,170.84,223.02,129.58,64.02,101.34,29.34,118.1,180.84,61.36,12.44,21.37,4.17,230.58,283.15,186.75,667.64,771.79,580.96,71.24,67.81,74.81,0.662,1.664,7090,9.0,0,16.8590050338122,76.2,,60.0,45.7,10.5
Rumunia,ROU,2001,2.3,2.0,3.3,4.3,3.7,4.3,175.0,231.43,130.5,63.04,100.94,27.83,122.26,187.32,63.32,11.89,20.81,3.56,228.36,282.23,183.75,662.67,771.98,572.5,71.27,67.69,75.0,0.679,1.52,7860,12.1,0,15.7967278693328,75.4,,65.0,34.5,8.8
Rumunia,ROU,2002,2.3,2.0,3.3,4.3,3.7,4.3,177.63,235.97,132.1,65.38,105.71,28.17,127.02,197.02,64.08,13.65,23.69,4.38,235.96,295.18,188.09,699.47,821.88,600.97,70.97,67.36,74.75,0.679,1.52,8674,13.2,0,14.8243105242938,65.7,,65.0,22.5,8.4
Rumunia,ROU,2003,2.3,2.0,3.3,4.3,3.7,4.3,177.87,237.07,131.87,63.18,101.34,27.82,121.24,187.71,61.46,12.78,22.08,4.21,230.0,290.31,181.69,688.9,808.42,591.96,71.32,67.71,75.09,0.683,1.533,9369,11.6,0,16.0448025610991,66.2,,65.0,15.4,7.2
Rumunia,ROU,2004,2.3,2.0,3.7,4.3,3.7,4.3,176.95,236.94,130.28,60.08,96.81,26.05,114.88,178.67,57.6,11.96,21.01,3.58,220.6,277.24,174.92,649.44,762.03,558.08,71.87,68.3,75.58,0.683,1.533,10531,11.8,0,14.7275942495003,66.7,,70.0,11.9,
